fname,id,context,question,answer
Antepartum care_Dr Pronov.docx,228,গর্ভাবস্থায় বেখেয়ালি সমস্যা,গর্ভাবস্থায় হঠাৎ বেখেয়ালি হওয়ার প্রবণতা কি  ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 228, 'context': 'গর্ভাবস্থায় বেখেয়ালি সমস্যা', 'question': 'গর্ভাবস্থায় হঠাৎ বেখেয়ালি হওয়ার প্রবণতা কি  ?'}"
Antepartum care_Dr Pronov.docx,230,গর্ভাবস্থায় বেখেয়ালি সমস্যা,গর্ভাবস্থায়  পড়ে যাওয়া প্রতিরোধে করণীয় কি   ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 230, 'context': 'গর্ভাবস্থায় বেখেয়ালি সমস্যা', 'question': 'গর্ভাবস্থায়  পড়ে যাওয়া প্রতিরোধে করণীয় কি   ?'}"
Antepartum care_Dr Pronov.docx,237,গর্ভকালীন ডায়াবেটিস,গর্ভাবস্থায় ঘন ঘন প্রস্রাব হতে পারে কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 237, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভাবস্থায় ঘন ঘন প্রস্রাব হতে পারে কি ?'}"
Antepartum care_Dr Pronov.docx,240,গর্ভকালীন ডায়াবেটিস,ঘন ঘন প্রস্রাবের সমস্যায় ঘরোয়া সমাধান কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 240, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'ঘন ঘন প্রস্রাবের সমস্যায় ঘরোয়া সমাধান কি ?'}"
Antepartum care_Dr Pronov.docx,241,গর্ভকালীন ডায়াবেটিস,ঘন ঘন প্রস্রাবের সমস্যায় কখন ডাক্তারের পরামর্শ নেওয়া উচিত ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 241, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'ঘন ঘন প্রস্রাবের সমস্যায় কখন ডাক্তারের পরামর্শ নেওয়া উচিত ?'}"
Antepartum care_Dr Pronov.docx,274,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিসের লক্ষণ ও করনীয় কি কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 274, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিসের লক্ষণ ও করনীয় কি কি ?'}"
Antepartum care_Dr Pronov.docx,275,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিসের ঝুঁকিতে রয়েছেন কারা?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 275, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিসের ঝুঁকিতে রয়েছেন কারা?'}"
Antepartum care_Dr Pronov.docx,276,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিসের লক্ষণ কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 276, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিসের লক্ষণ কি ?'}"
Antepartum care_Dr Pronov.docx,277,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিস কী ধরনের প্রভাব ফেলতে পারে?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 277, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিস কী ধরনের প্রভাব ফেলতে পারে?'}"
Antepartum care_Dr Pronov.docx,278,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিস নিশ্চিত হওয়া উপায় কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 278, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিস নিশ্চিত হওয়া উপায় কি ?'}"
Antepartum care_Dr Pronov.docx,279,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিসের চিকিৎসা কী?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 279, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিসের চিকিৎসা কী?'}"
Antepartum care_Dr Pronov.docx,280,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিসের দীর্ঘমেয়াদী প্রভাব কী?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 280, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিসের দীর্ঘমেয়াদী প্রভাব কী?'}"
Antepartum care_Dr Pronov.docx,281,গর্ভকালীন ডায়াবেটিস,গর্ভকালীন ডায়াবেটিস থাকলে  ভবিষ্যৎ গর্ভধারণের পরিকল্পনা কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 281, 'context': 'গর্ভকালীন ডায়াবেটিস', 'question': 'গর্ভকালীন ডায়াবেটিস থাকলে  ভবিষ্যৎ গর্ভধারণের পরিকল্পনা কি ?'}"
Antepartum care_Dr Pronov.docx,297,গর্ভাবস্থায় ঘ্রাণের তীব্রতা,গর্ভাবস্থায় ঘ্রাণশক্তি কখন তীব্র হতে শুরু করে?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 297, 'context': 'গর্ভাবস্থায় ঘ্রাণের তীব্রতা', 'question': 'গর্ভাবস্থায় ঘ্রাণশক্তি কখন তীব্র হতে শুরু করে?'}"
Antepartum care_Dr Pronov.docx,303,গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন,গর্ভাবস্থায় মাড়ির সমস্যা হওয়ার কারণ কি?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 303, 'context': 'গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন', 'question': 'গর্ভাবস্থায় মাড়ির সমস্যা হওয়ার কারণ কি?'}"
Antepartum care_Dr Pronov.docx,306,গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন,গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন কি ভাবে নিবেন?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 306, 'context': 'গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন', 'question': 'গর্ভাবস্থায় দাঁত ও মাড়ির যত্ন কি ভাবে নিবেন?'}"
Antepartum care_Dr Pronov.docx,315,গর্ভাবস্থায় পা এর সমস্যা,গর্ভাবস্থায় পা কামড়ানোর তাৎক্ষণিক চিকিৎসা কি?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 315, 'context': 'গর্ভাবস্থায় পা এর সমস্যা', 'question': 'গর্ভাবস্থায় পা কামড়ানোর তাৎক্ষণিক চিকিৎসা কি?'}"
Antepartum care_Dr Pronov.docx,316,গর্ভাবস্থায় পা এর সমস্যা,গর্ভাবস্থায় পা কামড়ানো প্রতিরোধ করার উপায় কি ?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 316, 'context': 'গর্ভাবস্থায় পা এর সমস্যা', 'question': 'গর্ভাবস্থায় পা কামড়ানো প্রতিরোধ করার উপায় কি ?'}"
Antepartum care_Dr Pronov.docx,318,গর্ভাবস্থায় পা এর সমস্যা,গর্ভাবস্থায় কেন পা কামড়ায়?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 318, 'context': 'গর্ভাবস্থায় পা এর সমস্যা', 'question': 'গর্ভাবস্থায় কেন পা কামড়ায়?'}"
Antepartum care_Dr Pronov.docx,321,গর্ভাবস্থায় পা এর সমস্যা,গর্ভাবস্থায় পায়ে পানি আসা কমাতে করণীয় কি?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 321, 'context': 'গর্ভাবস্থায় পা এর সমস্যা', 'question': 'গর্ভাবস্থায় পায়ে পানি আসা কমাতে করণীয় কি?'}"
Antepartum care_Dr Pronov.docx,377,প্রি-এক্লাম্পসিয়া,প্রি-এক্লাম্পসিয়া বা গর্ভাবস্থায় উচ্চ রক্তচাপ জনিত জটিলতা কি কি?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 377, 'context': 'প্রি-এক্লাম্পসিয়া', 'question': 'প্রি-এক্লাম্পসিয়া বা গর্ভাবস্থায় উচ্চ রক্তচাপ জনিত জটিলতা কি কি?'}"
Antepartum care_Dr Pronov.docx,378,প্রি-এক্লাম্পসিয়া,গর্ভাবস্থায় উচ্চ রক্তচাপ হলে প্রথম দিকে কি কি উপসর্গ দেখা দিতে পারে?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 378, 'context': 'প্রি-এক্লাম্পসিয়া', 'question': 'গর্ভাবস্থায় উচ্চ রক্তচাপ হলে প্রথম দিকে কি কি উপসর্গ দেখা দিতে পারে?'}"
Antepartum care_Dr Pronov.docx,379,প্রি-এক্লাম্পসিয়া,প্রি-এক্লাম্পসিয়া হলে  আপনার অনাগত সন্তানের কি কোনো উপসর্গ থাকতে পারে?,"{'fname': 'Antepartum care_Dr Pronov.docx', 'id': 379, 'context': 'প্রি-এক্লাম্পসিয়া', 'question': 'প্রি-এক্লাম্পসিয়া হলে  আপনার অনাগত সন্তানের কি কোনো উপসর্গ থাকতে পারে?'}"
